CodMunIBGE,"PIB (mil R$), a pre√ßos de 2010"
3532157,55946
1501006,55948
2612703,55950
4126702,55959
3154101,55992
2500502,56027
4202503,56027
4305447,56075
4313425,56116
2107605,56149
2607950,56164
2925600,56193
4311601,56213
3152303,56233
2101905,56247
5108303,56270
2913002,56274
3501806,56280
4120408,56294
1505007,56295
3164407,56425
2926103,56431
2108801,56477
4306429,56592
3152170,56680
4319703,56725
4310850,56777
1501600,56788
4306452,56791
2312601,56841
3523008,56900
3171600,56939
4203154,56991
2402709,57017
3556354,57083
3107604,57108
4116950,57212
4313003,57241
2102556,57290
2605459,57330
5208509,57390
3509106,57393
4307104,57417
2410108,57421
3155405,57445
4201802,57455
2931806,57457
2913408,57469
5003504,57505
3134806,57548
4311775,57592
3534104,57598
2903706,57669
2302057,57700
1507805,57736
2930766,57749
3557154,57801
1507102,57871
2702553,57878
5201801,57897
2206605,57913
2707800,57954
2311959,57986
3142007,58022
2920403,58033
2509206,58062
3544806,58097
3158508,58128
2303600,58323
4301750,58348
1300029,58364
3533205,58374
3116704,58386
2604403,58386
1717503,58394
3131000,58407
4300307,58429
4315321,58504
2916906,58510
2901601,58542
4109500,58542
3514007,58569
1304237,58573
4312203,58587
2210409,58596
1703008,58612
5219902,58661
2401800,58688
4311908,58725
1101484,58726
4322541,58800
4322905,58801
3204252,58983
4122800,58997
2927606,59015
5200050,59042
3501103,59056
2926509,59078
4303202,59115
2926707,59187
2203503,59202
5214861,59204
4216354,59225
3542503,59232
1708254,59252
4305959,59292
3167400,59365
2933257,59405
2503308,59455
3510906,59546
3129004,59562
4316477,59578
3544400,59583
4321477,59615
3112406,59623
2310902,59640
3531605,59664
1707702,59686
5221502,59692
1400605,59706
2921401,59860
3170057,59873
3141603,59877
2100204,59899
2406502,59903
2903508,59935
1715754,60013
4103057,60033
4312450,60068
2104206,60073
2400109,60084
2512408,60109
2310100,60121
2928059,60133
2924306,60152
4319208,60154
4107702,60155
4212254,60171
4308656,60232
4108700,60289
1200393,60317
3543204,60335
3553906,60383
3156007,60398
2901155,60404
2510907,60420
4218756,60452
3552908,60463
4318622,60490
3507209,60524
3105004,60640
5203807,60668
2502805,60707
2915007,60718
4300471,60757
2929404,60812
3170529,60820
2900207,60848
3516101,60936
2909406,61028
4310306,61038
3500204,61059
2106409,61116
2703304,61239
4318424,61366
2111805,61373
2901908,61457
5101852,61477
2400505,61503
2701605,61548
5207600,61577
2602704,61594
3500758,61602
2308351,61613
3106408,61628
2102606,61636
4113403,61657
4107850,61701
1701002,61771
2905305,61814
2900405,61825
3152709,61829
2608701,61841
2918209,61849
3517109,61909
2904852,61946
2310803,61961
2922706,61980
3553856,61988
2802403,62028
4103206,62134
2904753,62151
4303673,62158
2108256,62169
2907905,62260
4106571,62298
3112505,62321
3169208,62332
2103174,62407
4211256,62462
3102704,62464
2608057,62557
2903607,62571
2308609,62576
3540408,62577
2509404,62628
2311108,62748
2102705,62812
4128633,62929
1700400,62942
2104008,62977
2516607,62985
3531001,63055
2608404,63127
4103503,63172
3125903,63308
4214300,63321
4107553,63426
2804300,63427
3134004,63441
2604155,63527
3537701,63576
4313011,63603
2912400,63617
3109204,63642
2920007,63658
3100104,63672
3131158,63699
5200605,63704
2931707,63760
2404606,63786
3516853,63811
3133204,63814
5104559,63834
2303402,63876
2704807,63900
2107902,63912
1703867,63926
3505104,63998
4213302,64019
4202578,64023
5003108,64172
3553203,64345
4124905,64372
1300102,64424
2313757,64478
2105104,64493
4207858,64528
2608305,64570
3543105,64578
3203601,64586
4307815,64586
4309555,64604
4316436,64710
2304509,64827
4321857,64835
2702801,64961
2206407,64964
5207535,64982
1302801,65053
2806800,65072
3123700,65096
2910859,65125
2701100,65197
2306504,65208
1700301,65256
4313359,65324
1303601,65376
3153905,65423
4313607,65457
3136009,65480
2907608,65542
2300150,65662
3141009,65688
3128907,65724
3532702,65807
4120101,65811
3202553,65856
1716703,65866
2612307,65962
2616506,65971
3171709,65983
3554904,65990
3521606,66006
1400506,66010
2906824,66083
4118451,66143
2901403,66153
2208809,66193
2615706,66198
2902401,66279
4125407,66288
4205209,66302
1714203,66308
4219408,66342
2902500,66400
3171808,66415
2918308,66548
2922607,66599
2915106,66624
4121752,66640
4107736,66651
3164001,66688
2404101,66858
1300839,66860
2908705,66870
4300851,66993
2933455,67017
4323770,67025
3165305,67188
3128402,67244
2303303,67279
2925253,67295
1504976,67353
2609154,67476
3140852,67477
4213153,67546
4215752,67575
4210555,67583
4206603,67644
3532801,67731
2601052,67748
2700607,67808
3132602,67828
2702702,67862
2111706,67873
2516508,67971
5205802,68041
3129103,68044
2804458,68091
4100202,68096
2200509,68129
2409803,68130
2304236,68153
5210802,68154
4202073,68223
4108650,68346
5214051,68409
4103222,68410
4303707,68467
4315404,68467
2309201,68469
2303105,68505
2103257,68517
2609303,68525
2400802,68549
4310900,68574
5219407,68616
4315156,68682
3168507,68688
2507309,68711
2902252,68735
2301406,68739
2700706,68776
4307054,68797
3136108,68817
2105005,68846
1300201,68895
2931608,68962
5220264,68979
2929255,69099
2109270,69128
3124906,69131
3165404,69173
3113602,69178
1504505,69232
4303301,69304
2501609,69320
3500600,69351
3153608,69359
2608008,69386
2106508,69501
1600238,69507
2924603,69538
4119202,69577
1100031,69611
4209151,69613
5207352,69633
2515500,69640
2112100,69646
1301803,69653
4217758,69654
1303007,69664
1707652,69694
2302909,69708
2107357,69728
3158201,69730
2920205,69735
4218855,69791
3503109,69890
4109757,69924
2907004,70003
3171105,70057
2102309,70058
3527009,70100
4312757,70144
2506400,70171
3135704,70356
2306009,70358
5211404,70440
3104700,70486
3305133,70521
3152600,70542
5107156,70593
4107306,70643
3154200,70659
1101435,70738
4103370,70739
2906857,70747
2108009,70835
3532058,70839
3108800,70862
3528601,70868
4219358,70884
2804102,70936
2107704,70947
5215405,70971
3503604,70979
2503506,71014
5006259,71064
2210631,71132
2929750,71137
3107901,71167
4201273,71203
3128808,71269
3137007,71314
4216057,71357
2205201,71408
2312106,71493
2311264,71527
1506351,71545
3542008,71568
2209203,71647
5222203,71675
1301506,71690
3135506,71700
2303006,71756
2208205,71832
4212403,71907
1507979,71984
4111001,72056
5200852,72070
4214904,72256
4319125,72327
2606507,72340
4315750,72343
4306304,72399
2909109,72402
2414001,72404
5202155,72435
2920908,72499
2706448,72526
4309654,72552
3541653,72575
2107407,72604
5200803,72650
4302238,72653
2924207,72659
2908309,72723
2110302,72776
2100808,72977
5107248,73059
2204402,73092
3165008,73095
4315354,73117
2403707,73139
3503000,73151
3151305,73163
4123857,73179
2309102,73184
3164506,73258
2516706,73316
1400233,73318
4315909,73327
2911402,73385
4301958,73415
3168408,73423
5202353,73453
5106265,73474
1304401,73588
2913101,73637
4320263,73685
4107900,73708
2504801,73727
3166709,73728
2600609,73735
2614006,73744
2700102,73773
2112456,73777
2901700,73784
3553500,73820
1303205,73846
4317004,73889
3107802,73893
4323200,73927
3521507,73949
2311355,73997
1300631,74007
4312385,74076
1506559,74135
5219704,74139
2902609,74142
3100609,74170
3140159,74243
2605509,74247
4213351,74258
5002803,74327
5106778,74345
4311700,74352
1400407,74442
2931053,74446
4218103,74484
4300877,74628
2304459,74667
2413359,74672
4212239,74686
4311130,74745
1507474,74769
2700508,74792
2307635,74829
3170438,74834
3500907,74901
3116159,74931
4302154,74989
4120705,74990
2104099,75038
5107354,75128
5007976,75180
2904100,75193
3140530,75197
2304301,75300
4319307,75343
5219100,75383
2804201,75410
3139706,75415
4108320,75417
2508604,75428
5103106,75429
3149705,75570
2306801,75623
2308906,75628
4321956,75699
4201000,75744
2932804,75855
2604700,75904
2603900,75909
2306603,75950
3512704,76039
2102903,76065
2112605,76115
2800407,76204
3152402,76264
2108454,76275
3515194,76278
3534807,76288
1400282,76327
4104055,76330
4116802,76350
5208152,76439
2703007,76484
2923357,76547
3103009,76642
1501956,76673
1303502,76686
5102793,76696
1100601,76700
3541059,76784
3116902,76787
3149101,76793
3526605,76796
2200202,76824
1400027,76901
4120853,76913
3535101,76973
1506302,77018
2313005,77107
4107751,77146
1709005,77204
4318481,77234
2401404,77340
4310504,77344
5209150,77356
4205605,77393
4217550,77421
2920106,77513
4305439,77517
3519253,77593
1600105,77627
4117453,77631
2100303,77637
3302304,77639
4209201,77672
3201100,77688
2108702,77715
4213005,77811
3107505,77839
5006358,77859
2708907,77910
3520806,77988
2931509,78005
3546900,78072
1303304,78083
4119004,78092
3548104,78196
3514700,78394
5215009,78462
3111309,78465
4305504,78475
3109105,78511
1502004,78541
1304260,78559
4103354,78663
4208609,78689
2404705,78800
1501105,78845
3509809,78906
3162203,78931
3150802,79011
3544608,79084
2501302,79115
4108908,79132
4313805,79191
2917201,79279
3102100,79308
3170909,79341
3100708,79349
2616001,79376
3138104,79405
3203163,79428
4309704,79616
2614808,79675
4316303,79677
2301950,79705
4215653,79754
4302451,79804
2615508,79873
2927309,79966
3137106,80104
4200903,80114
2919702,80139
3204807,80193
2200806,80206
1722081,80223
2904308,80285
3126208,80369
4314027,80377
4211405,80481
5207907,80492
2605400,80526
2304004,80537
2413904,80556
2300705,80559
2305209,80599
3516606,80638
2101509,80646
2616209,80660
2405603,80682
3118700,80683
2501906,80794
4100103,80853
3142700,80863
2912301,80962
3509452,81101
2105153,81142
4207577,81163
2609105,81178
4320552,81311
4113452,81329
4112207,81444
2108108,81445
2923407,81447
2607000,81520
4215208,81548
2608453,81572
2208908,81673
2504900,81695
2929057,81918
2309458,81931
2202604,81950
1302009,82028
2309805,82053
2111409,82148
5102850,82161
4107538,82184
2803906,82186
3306156,82212
4118857,82327
2917805,82385
2903805,82389
2924801,82413
2100709,82435
3165107,82453
2306702,82525
2807501,82571
1502509,82704
2600203,82805
2609204,82831
5106109,82873
2500809,82992
5209903,82993
4123709,82996
2605608,83016
4201901,83024
4111100,83081
3551405,83111
5207808,83159
3153509,83174
4110003,83175
4216404,83266
2507705,83282
2929701,83290
2516904,83298
4201950,83341
2301851,83347
5209937,83435
1600204,83485
4300505,83488
2918456,83498
1303700,83501
4209854,83560
3156403,83561
2106326,83634
2106706,83775
2112233,83852
5106802,83928
4106456,83953
3154408,83971
2516300,83975
4121109,83987
3150505,83991
5008404,84070
4304622,84105
3164308,84130
2709202,84299
2923209,84339
4200309,84351
1304104,84359
2901205,84387
2900306,84407
4106001,84455
2306108,84525
4308409,84746
3540507,84748
4207403,84820
4124707,84938
4117008,85004
3161304,85054
3162807,85078
3136900,85096
2912806,85169
5208400,85191
2402501,85201
5203401,85211
4115853,85343
2806602,85351
2931004,85352
3539905,85372
5221197,85457
2930303,85458
3131505,85473
3168903,85606
5201504,85607
2700201,85607
4125753,85834
5007505,85856
2301307,85918
4316204,85922
3166907,85933
5104542,85975
2603504,86056
2604908,86152
3511201,86156
4312252,86218
2501005,86240
1200138,86264
5103908,86282
3162559,86306
3170750,86348
2301604,86370
2707107,86372
4117057,86392
4211801,86414
3550001,86448
2511905,86451
3556602,86461
3515608,86619
3139904,86632
4103305,86639
4305603,86792
4126108,86800
2705200,86801
1501576,86835
1507904,86847
2106102,86917
2704401,86987
4100301,87126
3130200,87147
5101308,87148
2109452,87152
2104107,87270
3525607,87283
4213807,87287
4314159,87373
3520426,87401
4305405,87422
2202703,87456
2414605,87543
3203106,87545
3121209,87556
4323309,87574
3508207,87685
4306734,87693
3159209,87780
4115101,87827
4313037,87916
2923605,87926
2705002,88104
2111763,88131
4218400,88247
2311702,88317
2202000,88329
2600807,88401
2511301,88579
2106607,88715
3200169,88745
4321436,88774
5005103,88803
4305173,88898
2504405,88957
2909604,88965
4300703,89139
1505635,89211
1101807,89262
2512705,89272
3305901,89334
2506806,89372
5103858,89439
3158300,89511
2201507,89627
3547007,89677
2507101,89742
1302306,89745
3108206,89842
5202502,90039
1505403,90156
2516102,90156
2405702,90176
3203304,90246
2210003,90372
4109658,90419
3114006,90425
4316758,90469
4120655,90571
3142106,90586
4126009,90618
1101104,90690
4112405,90755
4113007,90765
3137403,90792
3538501,90841
5219712,90850
2108900,90905
4312476,90962
3168804,91017
2927507,91034
3161502,91073
2102200,91131
4316972,91180
3519204,91188
5004007,91301
2511400,91320
4120358,91331
4218251,91348
2304350,91465
3120201,91474
1101757,91480
5214408,91495
4306056,91589
4314076,91883
4307831,91912
4219606,91944
3550506,91979
4127908,92015
4216800,92018
2110104,92048
3537206,92048
5222302,92062
2706505,92127
3115805,92196
3512506,92245
2900355,92380
3509304,92383
2707503,92404
3120508,92542
2304251,92645
3200136,92726
1508357,92756
2917102,92759
2932101,92787
3502309,92814
1502806,92822
4210902,92868
3501202,92977
4307401,93010
3127602,93093
3143500,93114
2613404,93312
3137536,93467
2603207,93503
3551108,93508
1300409,93662
2513406,93713
4315107,93760
3300159,93788
4302220,93826
3139201,93829
1502855,93834
2704104,93839
2709103,93918
3202652,93918
5211008,93936
3506409,93940
2500700,93959
3302452,94083
4304002,94139
4102505,94223
2110658,94272
3554409,94326
4110201,94409
3147709,94413
3546207,94591
2303956,94613
2106904,94647
5100805,94704
2922904,94758
3528858,94787
5218706,94829
2605152,94862
2703809,94886
2706406,94900
4319109,94956
2302008,94975
3146305,94995
4214409,95049
2310852,95128
2701308,95207
2908200,95217
2612000,95252
2702603,95294
4312153,95302
4211454,95314
2906709,95368
1500701,95375
1200336,95418
1100502,95420
2929008,95459
2611705,95539
2109700,95540
1301605,95661
1508035,95702
4105102,95751
2406106,95805
4109906,95828
4214508,95858
3156809,95947
3549508,95963
4308805,95969
2705705,95978
1200351,96004
3526506,96044
2108306,96071
2307254,96136
5004908,96140
4103800,96147
4305975,96159
4103008,96183
1507409,96493
5212105,96494
3132909,96598
5107180,96612
4110805,96855
3202256,96865
4202057,96881
3500402,96964
2309409,97049
2613206,97078
2100436,97104
2301703,97152
2705606,97161
2512309,97350
2909208,97359
3102803,97386
1702000,97397
4201505,97447
4215307,97466
3131604,97495
4215406,97550
5216809,97554
2100477,97761
2704203,97823
2907103,97878
5216304,97918
2509107,97951
2932002,97951
2906204,98036
3123908,98117
4212270,98126
4308003,98131
2202307,98146
4314704,98171
3502002,98188
2615805,98191
3100906,98201
1507706,98323
3520202,98324
4103040,98337
4308706,98412
3134608,98446
1504950,98465
2603702,98519
2313203,98551
5003488,98563
2613800,98701
4203105,98726
3545704,98741
2301208,98748
2313955,98790
1100296,98818
3170503,98907
4202131,98942
2505105,98974
4106704,99053
2603801,99091
3528106,99163
5005152,99218
4204103,99239
5105176,99337
2908002,99419
2412609,99421
4309803,99491
3167608,99657
1503754,99660
1101203,99692
3204658,99697
4210035,99750
2913507,99809
2601607,99820
3114105,99879
2502508,99881
5108956,99885
3142908,99934
4206108,99936
5213004,99988
4308300,100063
4301701,100064
3529807,100129
3139805,100179
2303204,100202
3528700,100307
3508306,100391
5003157,100398
1504406,100430
2916807,100525
4300059,100547
3113008,100764
3117108,100777
2902807,100797
2407807,100879
4311759,100888
5219001,100900
3130507,101089
5211305,101121
4212700,101149
4301636,101171
3514601,101212
3158003,101230
2908606,101307
4113601,101348
3148608,101351
4121000,101387
2911600,101471
2211308,101604
5007703,101645
1600709,101675
3132107,101680
1702554,101685
3543808,101762
4127809,101782
4319802,101807
3161809,101819
2925808,101895
3144508,101930
1304302,102019
3203809,102081
2914406,102188
3108552,102189
2931301,102399
3205150,102465
4302204,102532
4202701,102589
3162401,102593
2612406,102756
4128609,102765
1400456,102813
4304689,102902
4111555,102906
2502151,102994
3539400,103066
2307403,103169
3525508,103223
3139300,103264
5212808,103271
2610400,103284
3519907,103387
3518107,103418
3172103,103455
2925006,103455
2610202,103495
1508050,103515
5104906,103525
2929107,103573
5007950,103583
2932705,103608
4307302,103634
3537503,103648
1503101,103743
4310405,103774
4126355,103872
3152907,103948
2922102,104003
2110203,104005
4115309,104118
2303808,104131
3540754,104174
2100956,104208
3535200,104224
4301057,104247
1600808,104285
4302006,104410
4300034,104475
2304954,104479
1501725,104504
1300144,104517
3102902,104533
2929602,104586
3159902,104623
4216255,104737
4107405,104815
2610806,104870
2703106,104989
3128105,105031
2302305,105037
3120805,105049
4108205,105263
2412500,105323
3506201,105467
2105500,105512
1101609,105535
4314209,105593
2702355,105616
3524204,105625
4303608,105716
1503507,105747
2932606,105839
2708402,105921
2913457,105947
4303806,105987
2706802,106139
3112802,106156
2928406,106272
3301603,106323
5221700,106392
5106299,106420
2931202,106455
2104677,106540
5219803,106581
3108909,106645
4117800,106667
4210308,106677
2803401,106691
3100302,106813
4108007,106854
4307559,106867
3540309,106935
3510153,107004
2918357,107275
2905909,107458
2919157,107564
1100080,107583
3522802,107650
2801009,107684
4104105,107818
2411502,107846
2307106,107867
3117900,107961
1502764,107976
4121901,108051
4123303,108114
4210407,108123
2607604,108150
4112504,108288
2923100,108338
3544202,108355
3548609,108411
1200179,108531
3204500,108555
3102001,108555
1400159,108567
2514503,108570
2925758,108649
2206209,108685
4202859,108789
4322103,108792
2923704,108816
4128401,108859
1303908,108879
3201159,108892
3523305,108959
4201703,108995
4207205,109020
4301800,109023
3541901,109056
4203402,109079
2103703,109155
4310439,109156
4200804,109195
3135803,109208
1713304,109322
2917904,109450
2932309,109594
4310363,109756
1501451,109871
5004106,109940
3162708,110198
4206207,110220
4104451,110319
1720903,110350
4103107,110463
2312007,110543
3123007,110621
4207684,110649
4320677,110719
2112902,110723
4314779,110778
5207253,110858
3513900,110885
3109451,111086
5212303,111098
1101005,111130
4128559,111266
2925907,111300
3119955,111350
4301107,111366
4101309,111407
1505700,111425
4200606,111461
2924405,111480
3117702,111534
1500859,111551
2912103,111564
1505650,111569
5201702,111587
2108504,111629
4301651,111632
2933000,111662
2307502,111666
2101004,111984
2205805,112020
4219200,112126
3506904,112139
2609808,112158
4313102,112181
3513603,112225
1504307,112321
2920502,112595
3504800,112632
3145307,112678
2509305,112970
2701704,113002
2107803,113052
2604809,113094
3542701,113178
2109809,113287
3122009,113315
5106182,113331
2922409,113350
2920700,113375
4308458,113382
2910404,113385
2614600,113400
4107801,113416
4110078,113419
2800506,113430
3547908,113454
4301875,113516
1507151,113689
4323408,113768
3204955,113775
3204401,114114
4125209,114203
2904050,114291
3132206,114343
5204706,114493
4301404,114538
4112702,114566
3150307,114650
4100806,114654
1200807,114661
1100072,114768
3506300,114787
1101302,114868
2512002,114910
2605905,114987
2709400,115018
2805802,115121
4204905,115125
3106002,115151
3142601,115169
4102604,115203
4207809,115299
2805901,115348
3201704,115355
5209200,115362
3504305,115397
3553005,115509
2309508,115554
3534906,115577
3552551,115735
2600302,115742
2926400,115777
4321667,115971
2604601,116037
3545159,116049
3554953,116129
3301157,116154
3103900,116157
3117801,116202
2208304,116218
1502772,116295
5206909,116320
4118006,116390
3202900,116398
3519402,116402
2111102,116421
4110409,116519
2205706,116538
3131208,116595
3519808,116630
3113909,116838
5107859,116930
3529500,117038
4308078,117144
5000807,117177
1702406,117228
1200708,117259
1101500,117280
4100707,117323
3519006,117474
2908903,117536
4123402,117648
3118205,117839
1300508,117982
2905008,118070
2603108,118080
2608206,118083
5102603,118097
5103379,118342
5106158,118400
4320305,118424
3510708,118512
5219258,118558
2310308,118591
2305308,118604
3108404,118635
2912707,118653
4214607,118700
4314308,118717
5204102,118874
5200175,118934
3141405,119038
4107009,119048
5006408,119151
2501500,119263
3554706,119327
2615003,119355
4122156,119410
3504909,119562
4124608,119667
3161700,119908
1100379,119974
4311502,120059
2801702,120217
2802809,120231
4108957,120242
5220009,120420
1100700,120440
2113009,120493
4125001,120531
3106903,120559
1301308,120603
3555802,120647
2806206,120684
3167103,120685
2308005,120691
4215679,120713
3138609,120955
2921203,120970
4121604,121022
1503077,121026
4209508,121033
3104304,121197
2915809,121311
4207650,121323
1101708,121359
2613305,121435
3123205,121479
2302701,121510
2308302,121562
3557204,121578
2912905,121630
4211108,121676
3161007,121731
2110500,121744
4116109,121907
1200013,121914
3513207,121993
3506706,122151
2604502,122338
2501104,122687
3552304,122710
5000252,122765
4127007,122824
3109709,122947
3529609,123091
2606101,123207
3514502,123496
2102036,123547
3133600,123770
4316956,123943
3517802,123956
4311718,124069
5203203,124125
1200427,124221
2610509,124260
2800209,124432
2103802,124434
2110609,124478
2600906,124547
3503406,124566
3543709,124568
5003454,124671
1302553,124713
1400175,124720
2908101,124755
2930154,124793
5105200,124899
2911808,125084
1506583,125316
3531209,125374
3104502,125591
4304309,125680
5106828,125696
2806305,125723
2928208,125844
3514304,126039
2609709,126101
4122701,126607
2916005,126609
2110039,126756
5108055,127004
2305605,127139
3545407,127306
3517208,127362
5200100,127497
3545001,127546
2916104,127574
3532207,127842
2609006,127859
4206009,128123
3112000,128160
2516003,128427
3118809,128518
1303106,128636
2605004,128803
3135407,128821
1504604,128841
3110301,128849
3534005,129015
2705101,129057
2311504,129072
2608107,129161
4304671,129263
4210803,129313
3202702,129345
4203709,129365
4118709,129498
4112751,129501
2100600,129545
4304655,129685
1301001,129697
4320503,129824
2910107,129896
3150703,129898
5213707,129955
4113734,130020
2914505,130201
2906808,130394
4212304,130616
4200705,130668
2111508,130918
2100501,131201
2408904,131254
1505908,131392
2611408,131398
5001508,131521
4212007,131638
2607307,131969
3101003,132151
5107941,132177
3507753,132220
3500550,132254
4125308,132460
2506905,132520
3142205,132578
1200385,132632
1502905,132770
4300208,132823
4209904,133035
3110707,133037
4309902,133081
4118600,133145
4305801,133239
3109501,133285
1500909,133307
3519501,133410
2806008,133435
4118808,133493
5222054,133899
5204003,133980
3154903,134045
4115754,134128
4128708,134402
2102101,134500
3538204,134519
5103700,134529
4305454,134801
3305307,134863
1400050,134967
5105580,134980
3204005,135294
4110953,135588
2918803,135631
2916856,135659
2917003,135693
4202206,135840
4126405,135965
1507003,136004
3304607,136012
2105427,136048
3539004,136153
4122909,136328
4104402,136412
3148707,136505
1502756,136685
1503200,136819
4105003,136831
4117255,136843
2807204,136887
2312700,136899
3138625,137009
2607505,137037
1300607,137141
3541208,137329
4311106,137335
3511300,137459
3141801,137669
3518859,137771
2508307,137899
2932200,137939
4322301,137987
2901353,138097
2928000,138179
2704005,138333
5108907,138358
5218052,138395
4100608,138442
3169703,138627
5005202,138877
2500304,139059
4312807,139156
2507002,139308
2805505,139431
4218350,139646
2207900,139841
4122503,139909
2500403,139937
3552700,139989
4302501,139995
5107701,140041
5002159,140095
3532504,140229
4306932,140455
2309300,140457
3130903,140499
1721208,140542
4301503,140598
1504901,140603
2907806,140803
3550803,140819
5103056,140844
3124500,140890
3535705,140999
2705507,141080
2925956,141172
2605301,141178
5218102,141218
2104552,141232
2112308,141341
1506005,141500
5107792,141734
2600401,141818
3200706,141983
3155801,142003
4117222,142114
4120507,142124
2100907,142220
2910750,142781
5106216,142907
4306502,142956
2613503,143040
3155603,143132
3516002,143193
2414209,143264
1101401,143416
4314001,143527
4105201,143703
1301100,143726
2926301,143815
4116208,143849
3536406,143885
4105607,143961
2102804,144281
2602001,144323
4118105,144334
2607802,144366
1700707,144371
1200252,144997
3203700,145101
4114500,145129
4127957,145151
4124509,145159
2305902,145213
5005806,145367
2907301,145480
5217203,145518
2512903,145582
3518503,145818
4123808,145853
3201001,145986
1714880,146027
5000906,146268
2906873,146378
3536109,146477
4112959,146631
3517000,146806
3510302,146815
5211701,147096
5204904,147134
1400308,147252
2904704,147324
3137502,147430
4305900,147487
4202602,147648
2109502,147762
3169000,147930
3504404,148440
2201150,148451
3109907,148501
2914901,148601
3203353,148944
3124302,149107
4123907,149128
3143005,149192
4218905,149489
4218608,149526
2307809,149580
4128534,149618
4317707,149618
1506195,149745
2703759,149849
3151701,149884
3104908,149944
5007554,150069
2923803,150108
2909901,150118
2611507,150188
5004403,150217
3133303,150304
3205176,150334
2805406,150491
2702108,150665
4114906,150811
3126703,150876
1600402,150945
2112407,150954
2901106,150979
3124005,150990
1507201,151118
2804409,151248
3542909,151304
2411403,151343
4305009,151585
2404200,151613
3539608,151712
1301407,151776
4126678,151818
1300706,151888
3154002,152035
4320206,152151
3200300,152170
3303104,152229
1100403,152235
2911907,152396
2305357,152507
1506609,152533
4119806,152864
4115358,153456
2603603,153563
5205513,153575
5218789,153591
4208708,153791
3102308,153923
4213401,154028
4302402,154180
4204400,154180
1505205,154221
2922508,154391
5106281,154567
5105234,154766
1300300,154784
3157906,154801
3536604,154802
2930204,155059
2112506,155117
3112703,155584
2103505,155747
3117504,155894
4102901,155974
5103007,155975
4316105,155990
3140506,156044
3543006,156171
2606606,156426
1300805,156531
2102002,156660
2927200,156713
2311603,156859
4100509,157302
2615607,157478
4302907,157587
4306205,157715
4211058,158004
4313953,158234
2805604,158290
4318606,158343
2310506,158421
2922300,158541
4107108,158638
2804607,158682
4311627,158708
2308500,158757
4215109,158760
3507308,159009
2109601,159324
2919801,159329
4127858,159340
2203701,159345
3108602,159395
4309506,159411
3117603,159511
2200400,159701
3118403,159757
2614857,159827
4111209,160129
3132701,160173
3146909,160378
2112704,160640
1100346,160688
4314506,160691
3108305,160878
2921104,160946
4215455,161084
2702900,161139
4200507,161139
1703842,161232
1500305,161293
2403608,161295
2611309,161600
4106209,161618
2202901,161699
4127304,161794
4115408,161985
3146503,162196
3104601,162260
2933505,162450
3515400,162522
1303809,162583
2613602,162589
4208005,162658
4206405,162707
3108008,162874
3154804,162995
2404408,163104
4321402,163288
5218607,163327
4124020,163333
3302056,163482
2110708,163485
4207700,163885
3119104,163944
3556008,164050
3166808,164124
2921708,164558
3110905,164583
4121505,164998
2903409,165244
2308401,165701
1100924,165716
4200200,165800
3535408,165906
2205508,166238
1507458,166439
4122602,166490
2101251,166512
2906303,166784
2207801,167134
3300902,167262
2613107,167384
3114550,167392
4301909,167617
2807600,167656
4305702,167681
3164605,167712
2314003,167744
4219101,168042
3553609,168066
3202454,168088
3137700,168092
4117107,168287
3154309,168439
2600500,168443
2408201,168641
3301801,168677
4123006,169049
3504206,169054
1501204,169273
4316501,169695
5203906,169957
1711902,170220
2804003,170272
2201200,170485
3140902,170545
4106803,170751
1503093,170781
5107768,170788
3552601,170886
3111507,170940
3152204,170999
3544301,171146
2707305,171182
4125803,171482
